student_id,origin_country,destination_country,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score
S04741,India,Germany,Technical University of Munich,Finance,Natural Sciences,2023,Yes,Political Stability,2026,Not Placed,,,0,3.75,F1,Post-Study Visa,,0
S04742,Ireland,Germany,Heidelberg University,Medicine,Law,2020,No,Quality of Life,2022,Not Placed,,,0,2.57,Schengen Student Visa,OPT,,0
S04743,UAE,Ireland,University College Dublin,Biotechnology,Arts,2021,Yes,Quality of Life,2023,Not Placed,,,0,3.93,Study Permit,Blue Card,TOEFL,5.7
S04744,India,Ireland,University College Cork,Computer Science,Medicine,2021,Yes,Higher Ranking,2023,Placed,Ireland,Deloitte,138354,2.64,Study Permit,Blue Card,PTE,7.8
S04745,UAE,India,IISc Bangalore,Medicine,Computer Science,2021,No,Scholarship,2022,Not Placed,,,0,3.93,J1,Post-Study Visa,TOEFL,8
S04746,Russia,UK,University of Cambridge,Economics,Social Sciences,2023,Yes,Higher Ranking,2024,Not Placed,,,0,3.09,Student Visa,PSW,TOEFL,8.4
S04747,Ireland,Germany,University of Stuttgart,Economics,Natural Sciences,2022,No,Higher Ranking,2024,Placed,Germany,Goldman Sachs,58169,3.79,Student Visa,Work Permit,IELTS,7.7
S04748,UK,Finland,LUT University,Design,Computer Science,2023,Yes,Higher Ranking,2025,Placed,Finland,Siemens,59255,3.26,Student Visa,Post-Study Visa,,0
S04749,USA,Germany,TU Berlin,Political Science,Medicine,2021,Yes,Higher Ranking,2024,Placed,Germany,Apple,39110,3.82,Study Permit,PSW,TOEFL,8.4
S04750,Germany,India,NIT Trichy,Mechanical Engineering,Computer Science,2019,Yes,Job Opportunities,2022,Placed,India,Goldman Sachs,97524,3.12,Student Visa,Work Permit,TOEFL,8
S04751,UK,USA,Harvard University,Law,Law,2022,No,Higher Ranking,2023,Placed,USA,Siemens,46399,3.74,F1,Post-Study Visa,,0
S04752,Finland,Ireland,Technological University Dublin,Design,Arts,2023,Yes,Political Stability,2024,Placed,Ireland,McKinsey,91953,3.79,Study Permit,PSW,IELTS,5.5
S04753,Canada,UK,University of Manchester,Electrical Engineering,Social Sciences,2020,No,Political Stability,2022,Not Placed,,,0,2.91,J1,OPT,TOEFL,6.2
S04754,UAE,Finland,Tampere University,Business Administration,Engineering,2022,No,Political Stability,2024,Not Placed,,,0,3.67,Schengen Student Visa,Work Permit,IELTS,5.5
S04755,USA,UK,UCL,Computer Science,Medicine,2022,No,Political Stability,2025,Not Placed,,,0,3.58,Schengen Student Visa,PSW,Duolingo,5.7
S04756,Germany,Canada,McGill University,Architecture,Arts,2020,Yes,Quality of Life,2023,Placed,Canada,Amazon,36915,2.9,Student Visa,Post-Study Visa,,0
S04757,Germany,Canada,University of British Columbia,Psychology,Computer Science,2022,No,Job Opportunities,2025,Placed,Canada,Facebook,59696,3.08,Tier 4,Work Permit,PTE,7.3
S04758,Canada,India,IIT Madras,Mechanical Engineering,Computer Science,2020,Yes,Quality of Life,2023,Placed,India,Amazon,69098,2.9,F1,Work Permit,TOEFL,8.2
S04759,Canada,USA,Stanford University,Business Administration,Arts,2023,Yes,Political Stability,2025,Not Placed,,,0,2.74,J1,Blue Card,PTE,5.6
S04760,Canada,Finland,University of Turku,Mechanical Engineering,Medicine,2023,Yes,Political Stability,2024,Placed,Finland,Amazon,111142,2.86,F1,OPT,IELTS,8.3
S04761,UAE,USA,Stanford University,Mechanical Engineering,Social Sciences,2019,Yes,Job Opportunities,2021,Not Placed,,,0,3.46,Schengen Student Visa,Blue Card,PTE,7.7
S04762,Russia,UAE,Middlesex University Dubai,Business Administration,Law,2023,Yes,Political Stability,2025,Placed,UAE,Intel,141070,3.71,F1,Post-Study Visa,,0
S04763,Canada,USA,UCLA,Design,Business,2021,Yes,Political Stability,2022,Placed,USA,IBM,101558,2.64,Schengen Student Visa,PSW,IELTS,7.7
S04764,USA,Canada,McGill University,Political Science,Medicine,2023,No,Quality of Life,2025,Not Placed,,,0,3.92,J1,Post-Study Visa,Duolingo,6
S04765,USA,India,IIT Bombay,Data Science,Law,2021,Yes,Higher Ranking,2023,Not Placed,,,0,3.06,J1,Work Permit,,0
S04766,Finland,Russia,Lomonosov Moscow State University,Psychology,Social Sciences,2023,Yes,Job Opportunities,2025,Placed,Russia,IBM,52624,2.81,Schengen Student Visa,PSW,TOEFL,5.8
S04767,Russia,UK,University of Cambridge,Data Science,Law,2023,No,Quality of Life,2025,Not Placed,,,0,2.93,Study Permit,OPT,IELTS,8
S04768,Canada,Ireland,Dublin City University,Data Science,Arts,2021,No,Quality of Life,2022,Not Placed,,,0,3.03,Study Permit,Work Permit,Duolingo,8.1
S04769,Russia,Finland,Ã…bo Akademi University,Architecture,Business,2020,Yes,Job Opportunities,2023,Placed,Finland,IBM,84010,3.1,Student Visa,Work Permit,TOEFL,8.6
S04770,South Africa,UK,University of Manchester,Psychology,Engineering,2023,Yes,Political Stability,2025,Placed,UK,Google,137038,2.52,J1,Blue Card,TOEFL,7.5
S04771,Germany,Finland,Tampere University,Mechanical Engineering,Social Sciences,2020,No,Quality of Life,2022,Not Placed,,,0,3.94,Tier 4,OPT,TOEFL,6.3
S04772,Finland,Germany,TU Berlin,Computer Science,Engineering,2020,Yes,Job Opportunities,2023,Placed,Germany,IBM,71000,3.44,Student Visa,PSW,IELTS,8.1
S04773,South Africa,India,IIT Madras,Law,Law,2022,No,Job Opportunities,2024,Placed,India,Tesla,63064,3.46,Student Visa,Work Permit,TOEFL,5.8
S04774,Finland,USA,University of Chicago,Data Science,Law,2023,No,Political Stability,2025,Placed,USA,SAP,140866,3.9,F1,OPT,PTE,5.2
S04775,Russia,South Africa,Rhodes University,Economics,Social Sciences,2022,No,Political Stability,2025,Placed,South Africa,Microsoft,95213,3.34,J1,Blue Card,TOEFL,5.2
S04776,Ireland,UK,King's College London,Design,Natural Sciences,2020,No,Quality of Life,2021,Placed,UK,Intel,132456,2.52,F1,OPT,,0
S04777,Canada,UK,University of Cambridge,Medicine,Social Sciences,2021,No,Scholarship,2023,Placed,UK,Intel,142104,3.77,J1,Work Permit,,0
S04778,Russia,Ireland,Trinity College Dublin,Economics,Arts,2022,Yes,Political Stability,2023,Placed,Ireland,Microsoft,34997,3.79,F1,Work Permit,TOEFL,8.6
S04779,Russia,UK,King's College London,Data Science,Law,2019,Yes,Scholarship,2020,Placed,UK,IBM,70144,3.3,Tier 4,Blue Card,,0
S04780,Finland,UAE,Manipal Academy Dubai,Economics,Engineering,2020,Yes,Scholarship,2022,Not Placed,,,0,2.5,F1,Post-Study Visa,Duolingo,7.1
S04781,Finland,UK,University of Manchester,Electrical Engineering,Social Sciences,2022,No,Job Opportunities,2023,Placed,UK,Intel,104518,2.67,Schengen Student Visa,PSW,PTE,7.5
S04782,Finland,South Africa,University of Cape Town,Computer Science,Medicine,2019,No,Job Opportunities,2020,Not Placed,,,0,2.94,Schengen Student Visa,Post-Study Visa,PTE,5.7
S04783,Russia,South Africa,Rhodes University,Design,Law,2019,Yes,Job Opportunities,2021,Not Placed,,,0,4,Schengen Student Visa,OPT,Duolingo,7.7
S04784,USA,UK,King's College London,Psychology,Natural Sciences,2022,No,Job Opportunities,2025,Not Placed,,,0,3.65,Study Permit,Work Permit,,0
S04785,Canada,Finland,LUT University,Psychology,Business,2021,Yes,Political Stability,2022,Placed,Finland,Siemens,40469,3.77,J1,OPT,TOEFL,7.1
S04786,Russia,India,IIT Delhi,Economics,Natural Sciences,2020,No,Higher Ranking,2023,Not Placed,,,0,3.64,J1,PSW,IELTS,5.3
S04787,USA,South Africa,University of Pretoria,Economics,Computer Science,2021,No,Scholarship,2024,Not Placed,,,0,3.72,J1,Post-Study Visa,TOEFL,8.3
S04788,Germany,India,BITS Pilani,Business Administration,Law,2023,Yes,Political Stability,2025,Placed,India,Tesla,90944,3.34,J1,PSW,Duolingo,8.3
S04789,South Africa,UAE,Zayed University,Medicine,Engineering,2022,No,Political Stability,2024,Placed,UAE,Goldman Sachs,101960,3.66,F1,Work Permit,IELTS,7.4
S04790,UK,Canada,McGill University,Computer Science,Social Sciences,2020,Yes,Quality of Life,2021,Not Placed,,,0,3.58,Tier 4,PSW,Duolingo,6.7
S04791,UK,Finland,LUT University,Electrical Engineering,Engineering,2022,No,Higher Ranking,2025,Placed,Finland,Tesla,138921,3.68,Study Permit,OPT,IELTS,6.2
S04792,UAE,Germany,Humboldt University,Economics,Engineering,2019,No,Higher Ranking,2021,Not Placed,,,0,3.06,Student Visa,Work Permit,IELTS,7.1
S04793,UK,UAE,American University of Sharjah,Mechanical Engineering,Computer Science,2022,No,Political Stability,2024,Not Placed,,,0,2.54,Student Visa,OPT,,0
S04794,Canada,Germany,University of Stuttgart,Mechanical Engineering,Natural Sciences,2020,Yes,Political Stability,2023,Not Placed,,,0,3.32,F1,Blue Card,Duolingo,7.5
S04795,South Africa,Canada,McGill University,Law,Computer Science,2020,No,Scholarship,2021,Not Placed,,,0,3.92,Tier 4,OPT,TOEFL,6.6
S04796,Russia,Finland,University of Turku,Economics,Medicine,2023,No,Scholarship,2025,Not Placed,,,0,2.63,Tier 4,OPT,,0
S04797,India,Ireland,Maynooth University,Medicine,Business,2023,No,Quality of Life,2026,Not Placed,,,0,3.1,Study Permit,OPT,TOEFL,5.3
S04798,UAE,Finland,University of Turku,Law,Social Sciences,2019,Yes,Scholarship,2020,Placed,Finland,Intel,44538,3.4,Schengen Student Visa,OPT,IELTS,8
S04799,India,South Africa,University of KwaZulu-Natal,Business Administration,Medicine,2022,No,Scholarship,2025,Placed,South Africa,SAP,96096,2.86,Student Visa,OPT,IELTS,5.8
S04800,USA,Russia,Novosibirsk State University,Finance,Engineering,2022,No,Higher Ranking,2023,Placed,Russia,IBM,54107,2.78,J1,PSW,PTE,8.6
S04801,Canada,Finland,LUT University,Political Science,Social Sciences,2022,Yes,Quality of Life,2024,Placed,Finland,IBM,35792,3.35,J1,Blue Card,,0
S04802,Russia,UAE,Zayed University,Computer Science,Engineering,2021,No,Political Stability,2024,Not Placed,,,0,3.86,Schengen Student Visa,PSW,TOEFL,7.7
S04803,Ireland,Germany,LMU Munich,Computer Science,Arts,2022,Yes,Quality of Life,2024,Not Placed,,,0,3.58,Schengen Student Visa,Work Permit,Duolingo,5.8
S04804,India,Germany,Heidelberg University,Design,Social Sciences,2021,No,Political Stability,2024,Placed,Germany,Google,107514,3.07,Tier 4,Work Permit,Duolingo,8.8
S04805,South Africa,UK,King's College London,Psychology,Social Sciences,2020,Yes,Job Opportunities,2023,Placed,UK,Intel,66011,3.79,Tier 4,PSW,IELTS,5.4
S04806,Germany,UK,University of Oxford,Psychology,Computer Science,2021,No,Quality of Life,2022,Placed,UK,Facebook,117927,3.38,Tier 4,Blue Card,PTE,6.4
S04807,USA,UAE,Zayed University,Biotechnology,Natural Sciences,2021,No,Quality of Life,2022,Not Placed,,,0,3.52,F1,OPT,TOEFL,5
S04808,UK,UAE,Heriot-Watt Dubai,Psychology,Computer Science,2023,No,Political Stability,2026,Not Placed,,,0,3.8,Study Permit,PSW,TOEFL,5.2
S04809,Ireland,South Africa,University of Johannesburg,Data Science,Natural Sciences,2019,Yes,Scholarship,2022,Not Placed,,,0,2.76,Study Permit,OPT,PTE,5.2
S04810,Germany,Russia,Novosibirsk State University,Electrical Engineering,Law,2022,Yes,Political Stability,2023,Placed,Russia,Tesla,127692,2.7,J1,Blue Card,,0
S04811,UK,South Africa,University of Pretoria,Medicine,Business,2022,No,Political Stability,2024,Not Placed,,,0,3.36,Study Permit,Blue Card,Duolingo,5.3
S04812,Ireland,South Africa,Rhodes University,Design,Computer Science,2019,Yes,Quality of Life,2021,Placed,South Africa,Deloitte,127494,2.64,Tier 4,Blue Card,PTE,7.1
S04813,South Africa,India,BITS Pilani,Mechanical Engineering,Computer Science,2021,Yes,Scholarship,2023,Placed,India,SAP,48684,3.08,Tier 4,Work Permit,Duolingo,7.4
S04814,Russia,UAE,Manipal Academy Dubai,Finance,Natural Sciences,2022,No,Higher Ranking,2025,Placed,UAE,Intel,111277,2.69,Schengen Student Visa,PSW,,0
S04815,South Africa,Germany,Heidelberg University,Business Administration,Business,2020,Yes,Quality of Life,2021,Not Placed,,,0,3.63,Student Visa,Blue Card,IELTS,5.5
S04816,Russia,UAE,Zayed University,Biotechnology,Natural Sciences,2023,Yes,Scholarship,2026,Not Placed,,,0,2.51,Schengen Student Visa,Post-Study Visa,IELTS,6.3
S04817,Ireland,UK,University of Birmingham,Business Administration,Computer Science,2019,Yes,Higher Ranking,2021,Placed,UK,IBM,90826,2.57,Schengen Student Visa,Post-Study Visa,IELTS,8.9
S04818,Ireland,UAE,Heriot-Watt Dubai,Design,Engineering,2020,Yes,Quality of Life,2023,Placed,UAE,Amazon,125695,3.58,Study Permit,Blue Card,PTE,5.2
S04819,UAE,Finland,University of Turku,Architecture,Natural Sciences,2019,No,Quality of Life,2022,Not Placed,,,0,3.64,F1,Blue Card,PTE,6.3
S04820,UK,Canada,University of British Columbia,Business Administration,Computer Science,2020,No,Political Stability,2022,Placed,Canada,Siemens,34670,3.55,Student Visa,Blue Card,,0
S04821,Finland,UAE,University of Dubai,Law,Business,2023,No,Job Opportunities,2025,Placed,UAE,Apple,56467,3.43,Schengen Student Visa,Blue Card,,0
S04822,UAE,India,IIT Bombay,Civil Engineering,Law,2019,Yes,Higher Ranking,2020,Not Placed,,,0,2.69,Schengen Student Visa,OPT,,0
S04823,India,Canada,McGill University,Medicine,Natural Sciences,2023,No,Scholarship,2026,Not Placed,,,0,3.75,J1,Blue Card,Duolingo,8.4
S04824,USA,Canada,Simon Fraser University,Finance,Business,2019,No,Scholarship,2022,Not Placed,,,0,3.91,Schengen Student Visa,Work Permit,IELTS,7.6
S04825,Germany,UAE,Heriot-Watt Dubai,Political Science,Natural Sciences,2021,No,Higher Ranking,2024,Not Placed,,,0,3.96,J1,Post-Study Visa,Duolingo,6.1
S04826,Finland,South Africa,Stellenbosch University,Design,Law,2021,Yes,Scholarship,2022,Not Placed,,,0,2.98,Study Permit,PSW,TOEFL,5.7
S04827,India,UAE,Heriot-Watt Dubai,Biotechnology,Natural Sciences,2021,Yes,Quality of Life,2024,Not Placed,,,0,2.88,F1,Blue Card,,0
S04828,Germany,UK,University of Manchester,Design,Social Sciences,2020,Yes,Scholarship,2021,Placed,UK,Tesla,37633,3.67,Tier 4,Blue Card,IELTS,6.7
S04829,Russia,Germany,Humboldt University,Psychology,Law,2020,No,Political Stability,2021,Not Placed,,,0,3.2,J1,PSW,Duolingo,8.7
S04830,India,UAE,Manipal Academy Dubai,Mechanical Engineering,Arts,2019,No,Higher Ranking,2022,Placed,UAE,SAP,52252,2.63,F1,PSW,Duolingo,6.8
S04831,South Africa,Finland,University of Eastern Finland,Mechanical Engineering,Engineering,2021,No,Higher Ranking,2024,Not Placed,,,0,2.66,Schengen Student Visa,Blue Card,Duolingo,8.5
S04832,South Africa,Germany,RWTH Aachen,Electrical Engineering,Engineering,2019,Yes,Quality of Life,2020,Not Placed,,,0,2.91,Schengen Student Visa,OPT,IELTS,7.2
S04833,India,Russia,Moscow Institute of Physics and Technology,Business Administration,Engineering,2022,Yes,Higher Ranking,2025,Not Placed,,,0,2.79,Schengen Student Visa,Post-Study Visa,Duolingo,8.2
S04834,South Africa,Canada,University of British Columbia,Architecture,Computer Science,2020,Yes,Political Stability,2021,Placed,Canada,Amazon,112607,2.91,Schengen Student Visa,PSW,Duolingo,8.9
S04835,South Africa,USA,University of Chicago,Medicine,Natural Sciences,2022,No,Political Stability,2023,Not Placed,,,0,3.69,Study Permit,OPT,,0
S04836,South Africa,Canada,Western University,Medicine,Business,2023,No,Job Opportunities,2025,Not Placed,,,0,2.6,J1,PSW,PTE,5.7
S04837,South Africa,Germany,University of Stuttgart,Electrical Engineering,Computer Science,2020,Yes,Higher Ranking,2022,Placed,Germany,Goldman Sachs,140003,3.09,Student Visa,OPT,Duolingo,8.8
S04838,Canada,Ireland,National University of Ireland Galway,Medicine,Business,2023,No,Higher Ranking,2025,Not Placed,,,0,3.52,Student Visa,PSW,PTE,5.4
S04839,Russia,Finland,University of Turku,Political Science,Business,2021,Yes,Political Stability,2024,Placed,Finland,Facebook,119081,3.49,Schengen Student Visa,Work Permit,IELTS,5.1
S04840,UK,UAE,Middlesex University Dubai,Finance,Law,2019,No,Political Stability,2022,Not Placed,,,0,3.57,Study Permit,Post-Study Visa,IELTS,5
S04841,Ireland,Germany,Humboldt University,Finance,Business,2019,No,Higher Ranking,2022,Not Placed,,,0,3.65,Student Visa,OPT,Duolingo,5.3
S04842,Finland,UAE,Zayed University,Finance,Law,2022,No,Higher Ranking,2025,Placed,UAE,Facebook,79299,2.67,Tier 4,OPT,,0
S04843,Germany,USA,Columbia University,Finance,Social Sciences,2019,Yes,Job Opportunities,2022,Placed,USA,Facebook,104993,3.11,F1,Blue Card,TOEFL,5.4
S04844,South Africa,India,NIT Trichy,Political Science,Medicine,2022,No,Political Stability,2025,Not Placed,,,0,2.79,Tier 4,OPT,TOEFL,7.8
S04845,India,USA,NYU,Biotechnology,Social Sciences,2023,No,Job Opportunities,2026,Placed,USA,Siemens,78716,2.88,F1,Work Permit,,0
S04846,Russia,Germany,TU Berlin,Law,Business,2022,Yes,Political Stability,2024,Not Placed,,,0,2.54,Study Permit,OPT,,0
S04847,USA,UAE,Manipal Academy Dubai,Psychology,Engineering,2019,No,Quality of Life,2021,Placed,UAE,Apple,104292,2.59,Student Visa,PSW,IELTS,5.9
S04848,Finland,UAE,Heriot-Watt Dubai,Psychology,Natural Sciences,2019,Yes,Job Opportunities,2022,Not Placed,,,0,3.17,Student Visa,OPT,IELTS,5.6
S04849,UK,Germany,Technical University of Munich,Political Science,Computer Science,2020,Yes,Quality of Life,2021,Not Placed,,,0,3.32,Schengen Student Visa,Post-Study Visa,IELTS,9
S04850,UAE,Canada,University of Ottawa,Political Science,Law,2020,No,Scholarship,2023,Placed,Canada,Google,36992,3.43,Student Visa,OPT,PTE,5.9
S04851,USA,South Africa,Stellenbosch University,Design,Engineering,2019,Yes,Job Opportunities,2020,Placed,South Africa,Intel,38906,3.62,Study Permit,Work Permit,Duolingo,7.5
S04852,,,,Design,,,Yes,Job Opportunities,2020,Placed,South Africa,Intel,38906,3.62,Study Permit,Work Permit,Duolingo,7.5
S04853,South Africa,UAE,American University of Sharjah,Biotechnology,Law,2021,Yes,Job Opportunities,2022,Placed,UAE,Apple,51988,3.79,Study Permit,Post-Study Visa,IELTS,8
S04854,UAE,Ireland,Dublin City University,Electrical Engineering,Law,2023,No,Job Opportunities,2026,Placed,Ireland,Siemens,128195,2.64,F1,Work Permit,PTE,8.8
S04855,Canada,Ireland,University College Cork,Finance,Social Sciences,2020,No,Higher Ranking,2023,Not Placed,,,0,3.76,Schengen Student Visa,Work Permit,PTE,7.9
S04856,Germany,India,IIT Delhi,Civil Engineering,Engineering,2020,Yes,Job Opportunities,2021,Placed,India,SAP,36719,3.99,F1,OPT,PTE,8.2
S04857,India,Ireland,University College Dublin,Electrical Engineering,Natural Sciences,2022,Yes,Higher Ranking,2024,Not Placed,,,0,2.52,J1,Blue Card,TOEFL,8.5
S04858,Ireland,Canada,Queen's University,Electrical Engineering,Natural Sciences,2023,No,Scholarship,2025,Not Placed,,,0,3.85,F1,Blue Card,TOEFL,6.6
S04859,Russia,Canada,University of Toronto,Civil Engineering,Computer Science,2019,No,Job Opportunities,2022,Not Placed,,,0,3.38,Student Visa,Post-Study Visa,TOEFL,5.5
S04860,UAE,Russia,Novosibirsk State University,Political Science,Arts,2020,No,Higher Ranking,2022,Placed,Russia,McKinsey,36928,3.39,J1,Blue Card,PTE,5.3
S04861,Russia,UAE,Middlesex University Dubai,Civil Engineering,Social Sciences,2022,No,Job Opportunities,2024,Placed,UAE,McKinsey,119271,3.14,J1,PSW,,0
S04862,Germany,India,IIT Madras,Political Science,Social Sciences,2022,No,Political Stability,2024,Not Placed,,,0,3.6,Student Visa,Work Permit,PTE,7.7
S04863,UAE,South Africa,University of Johannesburg,Biotechnology,Arts,2023,Yes,Political Stability,2026,Placed,South Africa,Microsoft,90173,2.54,Student Visa,OPT,PTE,8.9
S04864,Finland,UK,Imperial College London,Political Science,Social Sciences,2022,No,Job Opportunities,2024,Placed,UK,SAP,115192,2.51,Tier 4,PSW,IELTS,7.3
S04865,Ireland,Canada,University of Toronto,Electrical Engineering,Arts,2019,No,Political Stability,2020,Placed,Canada,McKinsey,37025,2.66,Student Visa,Blue Card,IELTS,7.7
S04866,Germany,USA,Columbia University,Data Science,Engineering,2021,Yes,Higher Ranking,2023,Placed,USA,Deloitte,142275,3.27,Tier 4,Post-Study Visa,TOEFL,6.2
S04867,South Africa,USA,Columbia University,Law,Arts,2022,No,Job Opportunities,2023,Not Placed,,,0,3.29,Schengen Student Visa,PSW,,0
S04868,India,Germany,Humboldt University,Design,Law,2021,No,Scholarship,2023,Not Placed,,,0,3.77,Study Permit,Post-Study Visa,Duolingo,8.5
